index,item_identifier,item_weight,item_type,item_fat_content,item_mrp,item_visibility,outlet_identifier,outlet_establishment_year,outlet_size_str,outlet_size_num,outlet_location_type,outlet_type,item_outlet_sales,outlet_item_revenue
7284,FDN51,17.85,Meat,Regular,260.7936,0.020989308,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4697.8848,1225178.29
7285,DRE15,12.6,Dairy,Low Fat,74.2012,0.01769927,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1290.3204,95743.32
7286,DRG15,6.13,Dairy,Low Fat,60.1536,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,1102.5648,66323.24
7287,FDX55,12.6,Fruits and Vegetables,Low Fat,216.9166,0.096658404,OUT019,1985,small,1,Tier 1,Grocery Store,217.7166,47226.34
7288,FDC57,20.1,Fruits and Vegetables,Regular,194.282,0.054816926,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1544.656,300098.86
7289,FDA25,16.5,Canned,Regular,103.699,0.068511103,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1651.184,171226.13
7290,NCK29,5.615,Health and Hygiene,Low Fat,122.473,0.12574524,OUT035,2004,small,1,Tier 2,Supermarket Type1,1354.903,165939.04
7291,FDP48,7.52,Baking Goods,Regular,183.095,0.044023213,OUT046,1997,small,1,Tier 1,Supermarket Type1,5492.85,1005713.37
7292,FDP49,12.6,Breakfast,Regular,54.5614,0.068754395,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1713.1034,93469.32
7293,FDL38,13.8,Canned,Regular,87.4172,0.024660202,OUT010,1998,medium,2,Tier 3,Grocery Store,178.4344,15598.24
7294,FDZ21,17.6,Snack Foods,Regular,98.241,0.039214444,OUT035,2004,small,1,Tier 2,Supermarket Type1,1930.82,189685.69
7295,FDQ44,20.5,Fruits and Vegetables,Low Fat,122.3756,0.036344721,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2544.6876,311407.67
7296,NCB42,11.8,Health and Hygiene,Low Fat,116.9492,0.008554052,OUT013,1987,high,3,Tier 3,Supermarket Type1,1969.4364,230324.01
7297,FDY15,12.6,Dairy,Regular,155.963,0.170000805,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4537.427,707670.73
7298,NCW05,20.25,Health and Hygiene,Low Fat,108.3938,0.148302815,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2787.0388,302097.73
7299,FDR23,15.85,Breads,Low Fat,177.637,0.081914677,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3352.303,595493.05
7300,FDO34,17.7,Snack Foods,Low Fat,166.2816,0.029914022,OUT013,1987,high,3,Tier 3,Supermarket Type1,2516.724,418484.89
7301,FDZ36,6.035,Baking Goods,Regular,185.324,0.065771344,OUT035,2004,small,1,Tier 2,Supermarket Type1,3728.48,690976.83
7302,FDX58,12.6,Snack Foods,Low Fat,184.495,0.043551753,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7873.085,1452544.82
7303,NCJ18,12.35,Household,Low Fat,117.0124,0.163941937,OUT046,1997,small,1,Tier 1,Supermarket Type1,1540.6612,180276.46
7304,FDP22,14.65,Snack Foods,Regular,50.9666,0.099692906,OUT017,2007,medium,2,Tier 2,Supermarket Type1,717.7324,36580.38
7305,FDH57,10.895,Fruits and Vegetables,Low Fat,133.5284,0.059834024,OUT010,1998,medium,2,Tier 3,Grocery Store,263.6568,35205.67
7306,DRF51,15.75,Dairy,Low Fat,37.4506,0.166174549,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1062.6168,39795.64
7307,FDD51,11.15,Dairy,Low Fat,44.2744,0.119930029,OUT035,2004,small,1,Tier 2,Supermarket Type1,588.5672,26058.46
7308,FDW04,8.985,Frozen Foods,Regular,131.531,0.057944376,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1428.141,187844.81
7309,FDZ21,17.6,Snack Foods,Regular,94.841,0.065649353,OUT010,1998,medium,2,Tier 3,Grocery Store,193.082,18312.09
7310,NCJ30,12.6,Household,Low Fat,168.679,0.080249973,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4923.591,830506.41
7311,FDO45,13.15,Snack Foods,Regular,89.5856,0.037952777,OUT046,1997,small,1,Tier 1,Supermarket Type1,1494.0552,133845.83
7312,FDE41,9.195,Frozen Foods,Regular,86.5566,0.064113698,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1183.7924,102465.05
7313,DRD13,12.6,Soft Drinks,Low Fat,64.7168,0.048841794,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3068.0064,198551.56
7314,NCC07,19.6,Household,Low Fat,106.9964,0.02394662,OUT035,2004,small,1,Tier 2,Supermarket Type1,1788.3388,191345.81
7315,FDE51,12.6,Dairy,Regular,43.7086,0.096000183,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1293.6494,56543.6
7316,NCG43,20.2,Household,Low Fat,93.2462,0.074177667,OUT013,1987,high,3,Tier 3,Supermarket Type1,1018.0082,94925.4
7317,FDS59,12.6,Breads,Regular,110.157,0.04368089,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2306.997,254131.87
7318,FDV16,7.75,Frozen Foods,Regular,32.9558,0.083268523,OUT018,2009,medium,2,Tier 3,Supermarket Type2,101.8674,3357.12
7319,FDC03,8.575,Dairy,Regular,194.1794,0.071832909,OUT035,2004,small,1,Tier 2,Supermarket Type1,3316.3498,643966.81
7320,FDV60,20.2,Baking Goods,Regular,197.211,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,3535.398,697219.37
7321,FDJ60,19.35,Baking Goods,Regular,165.3184,0.062625641,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1651.184,272971.1
7322,FDX20,7.365,Fruits and Vegetables,Low Fat,225.172,0.042646566,OUT045,2002,medium,2,Tier 2,Supermarket Type1,452.744,101945.27
7323,FDD17,7.5,Frozen Foods,Low Fat,237.7906,0.0,OUT035,2004,small,1,Tier 2,Supermarket Type1,1188.453,282602.95
7324,FDD08,8.3,Fruits and Vegetables,Low Fat,37.4506,0.03555434,OUT017,2007,medium,2,Tier 2,Supermarket Type1,796.9626,29846.73
7325,FDX45,16.75,Snack Foods,Low Fat,156.663,0.105068444,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2816.334,441215.33
7326,FDM25,10.695,Breakfast,Regular,173.8712,0.060912865,OUT018,2009,medium,2,Tier 3,Supermarket Type2,4570.0512,794600.29
7327,NCT42,5.88,Household,Low Fat,147.5392,0.02488732,OUT046,1997,small,1,Tier 1,Supermarket Type1,2684.5056,396069.81
7328,FDT02,12.6,Dairy,Low Fat,36.1874,0.024194731,OUT046,1997,small,1,Tier 1,Supermarket Type1,423.4488,15323.51
7329,FDV34,10.695,Snack Foods,Regular,74.0038,0.01141595,OUT013,1987,high,3,Tier 3,Supermarket Type1,1034.6532,76568.27
7330,NCR41,17.85,Health and Hygiene,Low Fat,95.9094,0.018023997,OUT046,1997,small,1,Tier 1,Supermarket Type1,2285.0256,219155.43
7331,FDT31,19.75,Fruits and Vegetables,Low Fat,188.0872,0.012499004,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2458.1336,462343.47
7332,FDF33,7.97,Seafood,Low Fat,107.5596,0.036045991,OUT010,1998,medium,2,Tier 3,Grocery Store,431.4384,46405.34
7333,NCU29,12.6,Health and Hygiene,Low Fat,145.976,0.044607722,OUT019,1985,small,1,Tier 1,Grocery Store,585.904,85527.92
7334,NCB55,15.7,Household,Low Fat,57.8562,0.16098885,OUT045,2002,medium,2,Tier 2,Supermarket Type1,651.8182,37711.72
7335,NCU18,15.1,Household,Low Fat,139.7496,0.055793586,OUT013,1987,high,3,Tier 3,Supermarket Type1,3952.1888,552316.8
7336,FDZ59,6.63,Baking Goods,Regular,167.25,0.104445322,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1830.95,306226.39
7337,NCI29,8.6,Health and Hygiene,Low Fat,140.9154,0.032687702,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1134.5232,159871.79
7338,FDL03,12.6,Meat,Regular,197.711,0.026949463,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4910.275,970815.38
7339,NCQ06,13.0,Household,Low Fat,255.0014,0.041909345,OUT045,2002,medium,2,Tier 2,Supermarket Type1,5865.0322,1495591.42
7340,FDY31,5.98,Fruits and Vegetables,Low Fat,148.2418,0.04363058,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1618.5598,239938.22
7341,DRI03,6.03,Dairy,Low Fat,175.1028,0.0,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1593.9252,279100.77
7342,FDL38,13.8,Canned,Regular,88.5172,0.014793124,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2408.8644,213225.93
7343,FDR37,12.6,Breakfast,Regular,183.0292,0.065928735,OUT027,1985,medium,2,Tier 3,Supermarket Type3,8209.314,1502544.17
7344,FDT59,12.6,Breads,Low Fat,228.5668,0.01583438,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3225.1352,737158.83
7345,FDV28,16.1,Frozen Foods,Regular,34.3558,0.159728395,OUT046,1997,small,1,Tier 1,Supermarket Type1,271.6464,9332.63
7346,NCX53,20.1,Health and Hygiene,Low Fat,143.4154,0.014925407,OUT013,1987,high,3,Tier 3,Supermarket Type1,3545.385,508462.81
7347,FDZ12,9.17,Baking Goods,Low Fat,141.947,0.102893121,OUT013,1987,high,3,Tier 3,Supermarket Type1,4008.116,568940.04
7348,NCT05,10.895,Health and Hygiene,Low Fat,255.3672,0.020951848,OUT046,1997,small,1,Tier 1,Supermarket Type1,767.0016,195867.05
7349,FDW38,5.325,Dairy,Regular,55.8298,0.0,OUT035,2004,small,1,Tier 2,Supermarket Type1,485.3682,27098.01
7350,FDD33,12.85,Fruits and Vegetables,Low Fat,233.3642,0.108102606,OUT013,1987,high,3,Tier 3,Supermarket Type1,3950.1914,921833.26
7351,FDV39,12.6,Meat,Low Fat,196.8426,0.0,OUT019,1985,small,1,Tier 1,Grocery Store,593.2278,116772.5
7352,DRE25,15.35,Soft Drinks,Low Fat,91.912,0.073697713,OUT017,2007,medium,2,Tier 2,Supermarket Type1,559.272,51403.81
7353,FDC59,16.7,Starchy Foods,Regular,64.3168,0.091437584,OUT010,1998,medium,2,Tier 3,Grocery Store,127.8336,8221.85
7354,FDF58,13.3,Snack Foods,Low Fat,64.951,0.009581155,OUT046,1997,small,1,Tier 1,Supermarket Type1,1644.526,106813.61
7355,NCP50,12.6,Others,Low Fat,78.6618,0.035997636,OUT019,1985,small,1,Tier 1,Grocery Store,80.5618,6337.14
7356,FDS33,6.67,Snack Foods,Regular,90.2514,0.12332588,OUT013,1987,high,3,Tier 3,Supermarket Type1,974.0654,87910.77
7357,FDP08,20.5,Fruits and Vegetables,Regular,192.0478,0.112584813,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1549.9824,297670.71
7358,FDF29,15.1,Frozen Foods,Regular,131.531,0.019930418,OUT035,2004,small,1,Tier 2,Supermarket Type1,2856.282,375689.63
7359,NCF30,17.0,Household,Low Fat,124.6362,0.126244059,OUT046,1997,small,1,Tier 1,Supermarket Type1,3900.9222,486196.12
7360,FDI50,8.42,Canned,Regular,227.6352,0.030905215,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2748.4224,625637.68
7361,FDD56,15.2,Fruits and Vegetables,Regular,177.1054,0.104365283,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3151.8972,558218.01
7362,NCN41,17.0,Health and Hygiene,Low Fat,125.073,0.087387669,OUT010,1998,medium,2,Tier 3,Grocery Store,369.519,46216.85
7363,FDE23,17.6,Starchy Foods,Regular,47.806,0.053481818,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1071.938,51245.07
7364,FDL26,18.0,Canned,Low Fat,155.0972,0.073306615,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3894.93,604092.74
7365,NCB30,14.6,Household,Low Fat,196.9084,0.043021542,OUT010,1998,medium,2,Tier 3,Grocery Store,595.2252,117204.84
7366,FDY50,5.8,Dairy,Low Fat,89.4172,0.13169655,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2498.0816,223371.46
7367,NCK19,9.8,Others,Low Fat,192.2478,0.090834158,OUT018,2009,medium,2,Tier 3,Supermarket Type2,4068.7038,782199.35
7368,NCR38,12.6,Household,Low Fat,250.7724,0.19875618,OUT019,1985,small,1,Tier 1,Grocery Store,251.6724,63112.49
7369,FDI28,14.3,Frozen Foods,Low Fat,77.6302,0.026321701,OUT046,1997,small,1,Tier 1,Supermarket Type1,950.7624,73807.88
7370,FDO24,11.1,Baking Goods,Low Fat,158.8604,0.176215665,OUT046,1997,small,1,Tier 1,Supermarket Type1,2693.8268,427942.4
7371,FDC45,17.0,Fruits and Vegetables,Low Fat,171.7106,0.136008489,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1711.106,293815.04
7372,FDU27,18.6,Meat,Regular,48.8376,0.17174348,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1294.3152,63211.25
7373,FDS09,8.895,Snack Foods,Regular,49.8008,0.08154715,OUT017,2007,medium,2,Tier 2,Supermarket Type1,759.012,37799.4
7374,DRE13,12.6,Soft Drinks,Low Fat,86.6198,0.027570939,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2529.3742,219093.89
7375,FDV15,10.3,Meat,Low Fat,102.3648,0.146767897,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1557.972,159481.49
7376,FDH26,19.25,Canned,Regular,141.8496,0.03467086,OUT013,1987,high,3,Tier 3,Supermarket Type1,2399.5432,340374.24
7377,FDI22,12.6,Snack Foods,Low Fat,210.8612,0.09619424,OUT035,2004,small,1,Tier 2,Supermarket Type1,1254.3672,264497.37
7378,FDJ26,15.3,Canned,Regular,215.7218,0.08511049,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1923.4962,414940.06
7379,FDD26,12.6,Canned,Regular,184.0924,0.1263349,OUT019,1985,small,1,Tier 1,Grocery Store,555.2772,102222.31
7380,NCI55,12.6,Household,Low Fat,123.3414,0.012592289,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4751.8146,586095.47
7381,FDA35,12.6,Baking Goods,Regular,122.2072,0.05357685,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3552.7088,434166.59
7382,FDN21,18.6,Snack Foods,Low Fat,160.6236,0.077168705,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1611.236,258802.53
7383,NCM43,14.5,Others,Low Fat,163.621,0.032597778,OUT010,1998,medium,2,Tier 3,Grocery Store,815.605,133450.11
7384,FDD09,13.5,Fruits and Vegetables,Low Fat,179.5976,0.021583971,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2173.1712,390296.33
7385,FDI24,10.3,Baking Goods,Low Fat,177.637,0.078903499,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4234.488,752201.74
7386,NCN41,12.6,Health and Hygiene,Low Fat,121.373,0.091411749,OUT019,1985,small,1,Tier 1,Grocery Store,369.519,44849.63
7387,NCT53,12.6,Health and Hygiene,Low Fat,164.6526,0.084245356,OUT019,1985,small,1,Tier 1,Grocery Store,657.8104,108310.19
7388,FDQ47,7.155,Breads,Regular,33.8874,0.281509514,OUT010,1998,medium,2,Tier 3,Grocery Store,35.2874,1195.8
7389,NCD42,16.5,Health and Hygiene,Low Fat,39.7506,0.012689327,OUT018,2009,medium,2,Tier 3,Supermarket Type2,227.7036,9051.35
7390,FDI21,5.59,Snack Foods,Regular,63.1168,0.094741514,OUT010,1998,medium,2,Tier 3,Grocery Store,191.7504,12102.67
7391,FDS48,15.15,Baking Goods,Low Fat,149.6708,0.046496777,OUT010,1998,medium,2,Tier 3,Grocery Store,300.9416,45042.17
7392,FDW50,13.1,Dairy,Low Fat,166.1158,0.076005548,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1169.8106,194324.02
7393,FDO37,8.06,Breakfast,Low Fat,232.7326,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3696.5216,860301.08
7394,FDS04,10.195,Frozen Foods,Regular,139.5838,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,4495.4816,627496.4
7395,FDP38,10.1,Canned,Low Fat,49.8008,0.053732324,OUT010,1998,medium,2,Tier 3,Grocery Store,303.6048,15119.76
7396,NCF06,6.235,Household,Low Fat,258.9962,0.033807904,OUT010,1998,medium,2,Tier 3,Grocery Store,258.9962,67079.03
7397,FDR35,12.5,Breads,Low Fat,198.3742,0.020782036,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2587.9646,513385.41
7398,FDB04,11.35,Dairy,Regular,86.1856,0.063173691,OUT013,1987,high,3,Tier 3,Supermarket Type1,1494.0552,128766.04
7399,FDK16,9.065,Frozen Foods,Low Fat,96.0094,0.115563679,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1713.7692,164537.95
7400,FDM57,11.65,Snack Foods,Regular,85.1908,0.076278201,OUT017,2007,medium,2,Tier 2,Supermarket Type1,671.1264,57173.79
7401,FDF45,18.2,Fruits and Vegetables,Regular,57.1904,0.012223687,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1640.5312,93822.64
7402,FDH04,6.115,Frozen Foods,Regular,91.0488,0.011419301,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1629.8784,148398.47
7403,FDL25,6.92,Breakfast,Regular,90.5804,0.131458247,OUT018,2009,medium,2,Tier 3,Supermarket Type2,183.7608,16645.13
7404,FDK40,7.035,Frozen Foods,Low Fat,263.791,0.021883368,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4996.829,1318118.52
7405,FDV46,18.2,Snack Foods,Low Fat,139.818,0.012607876,OUT046,1997,small,1,Tier 1,Supermarket Type1,1398.18,195490.73
7406,FDU31,10.5,Fruits and Vegetables,Regular,218.7508,0.025041738,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3255.762,712200.54
7407,NCQ53,17.6,Health and Hygiene,Low Fat,237.759,0.018934719,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3545.385,842947.19
7408,FDD09,12.6,Fruits and Vegetables,Low Fat,182.0976,0.021392306,OUT027,1985,medium,2,Tier 3,Supermarket Type3,6157.3184,1121232.9
7409,FDY19,19.75,Fruits and Vegetables,Low Fat,116.5466,0.041448824,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2828.3184,329630.89
7410,FDI33,16.5,Snack Foods,Low Fat,91.7146,0.028395167,OUT013,1987,high,3,Tier 3,Supermarket Type1,2462.7942,225874.18
7411,FDG08,13.15,Fruits and Vegetables,Regular,172.0764,0.165221717,OUT013,1987,high,3,Tier 3,Supermarket Type1,4466.1864,768525.28
7412,FDE39,7.89,Dairy,Low Fat,117.4782,0.036127671,OUT035,2004,small,1,Tier 2,Supermarket Type1,2026.0294,238014.29
7413,FDH53,20.5,Frozen Foods,Regular,82.8592,0.019277945,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1733.7432,143656.57
7414,FDB09,16.25,Fruits and Vegetables,Low Fat,123.9046,0.057629899,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1120.5414,138840.23
7415,FDI22,12.6,Snack Foods,Low Fat,207.2612,0.096212432,OUT046,1997,small,1,Tier 1,Supermarket Type1,4390.2852,909935.78
7416,FDX24,12.6,Baking Goods,Low Fat,92.4462,0.024387984,OUT019,1985,small,1,Tier 1,Grocery Store,185.0924,17111.09
7417,FDE09,8.775,Fruits and Vegetables,Low Fat,109.5228,0.021647195,OUT045,2002,medium,2,Tier 2,Supermarket Type1,994.7052,108942.9
7418,FDJ57,7.42,Seafood,Regular,184.6582,0.021573645,OUT046,1997,small,1,Tier 1,Supermarket Type1,5015.4714,926147.92
7419,DRC49,8.67,Soft Drinks,Low Fat,145.8128,0.065424208,OUT035,2004,small,1,Tier 2,Supermarket Type1,2444.8176,356485.7
7420,FDU19,8.77,Fruits and Vegetables,Regular,170.5422,0.046866331,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1551.9798,264678.05
7421,FDU43,19.35,Fruits and Vegetables,Regular,238.6564,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,3575.346,853279.21
7422,FDA50,16.25,Dairy,Low Fat,96.041,0.087102593,OUT013,1987,high,3,Tier 3,Supermarket Type1,868.869,83447.05
7423,NCM29,11.5,Health and Hygiene,Low Fat,129.6626,0.01774202,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1836.2764,238096.37
7424,FDQ13,11.1,Canned,Low Fat,82.5908,0.010632752,OUT013,1987,high,3,Tier 3,Supermarket Type1,1510.0344,124714.95
7425,FDB26,12.6,Canned,Regular,55.264,0.031116081,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1544.656,85363.87
7426,FDI21,5.59,Snack Foods,Regular,62.9168,0.05671761,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1406.1696,88471.69
7427,FDV25,12.6,Canned,Low Fat,219.7456,0.079931185,OUT019,1985,small,1,Tier 1,Grocery Store,884.1824,194295.19
7428,FDQ23,6.55,Breads,Low Fat,102.9332,0.024505418,OUT013,1987,high,3,Tier 3,Supermarket Type1,1845.5976,189973.27
7429,FDJ41,6.85,Frozen Foods,Low Fat,261.2594,0.03830192,OUT010,1998,medium,2,Tier 3,Grocery Store,1046.6376,273443.91
7430,NCO42,21.25,Household,Low Fat,144.1102,0.024693927,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1749.7224,252152.85
7431,FDQ13,12.6,Canned,Low Fat,84.6908,0.010590075,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3691.1952,312610.27
7432,FDU47,12.8,Breads,Regular,138.7838,0.190569038,OUT010,1998,medium,2,Tier 3,Grocery Store,280.9676,38993.75
7433,FDW57,8.31,Snack Foods,Regular,177.4028,0.0,OUT046,1997,small,1,Tier 1,Supermarket Type1,3896.2616,691207.72
7434,DRN47,12.1,Hard Drinks,Low Fat,179.166,0.016826748,OUT046,1997,small,1,Tier 1,Supermarket Type1,3056.022,547535.24
7435,FDW28,12.6,Frozen Foods,Low Fat,194.7452,0.088394115,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5872.356,1143613.14
7436,NCN42,20.25,Household,Low Fat,145.6418,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,3384.2614,492889.92
7437,FDR60,12.6,Baking Goods,Low Fat,78.2328,0.129783577,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1004.0264,78547.8
7438,FDO09,12.6,Snack Foods,Regular,262.891,0.0,OUT019,1985,small,1,Tier 1,Grocery Store,788.973,207413.9
7439,FDX45,16.75,Snack Foods,Low Fat,156.163,0.0,OUT046,1997,small,1,Tier 1,Supermarket Type1,2816.334,439807.17
7440,FDH27,7.075,Dairy,Low Fat,145.3128,0.058465268,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1869.5664,271671.93
7441,FDO08,11.1,Fruits and Vegetables,Regular,163.1526,0.053765212,OUT035,2004,small,1,Tier 2,Supermarket Type1,1808.9786,295139.56
7442,FDG10,6.63,Snack Foods,Regular,55.4588,0.01098386,OUT018,2009,medium,2,Tier 3,Supermarket Type2,343.5528,19053.03
7443,FDZ40,8.935,Frozen Foods,Low Fat,54.9298,0.040245222,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1348.245,74058.83
7444,FDZ27,7.935,Dairy,Low Fat,51.435,0.017253305,OUT017,2007,medium,2,Tier 2,Supermarket Type1,499.35,25684.07
7445,FDZ46,7.485,Snack Foods,Low Fat,112.1228,0.069231189,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1215.7508,136313.38
7446,FDI46,9.5,Snack Foods,Low Fat,253.3724,0.074648119,OUT018,2009,medium,2,Tier 3,Supermarket Type2,755.0172,191300.52
7447,NCW53,18.35,Health and Hygiene,Low Fat,193.1162,0.030542489,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2693.8268,520221.6
7448,FDY52,6.365,Frozen Foods,Low Fat,60.1536,0.007359711,OUT049,1999,medium,2,Tier 1,Supermarket Type1,490.0288,29477.0
7449,FDU07,11.1,Fruits and Vegetables,Low Fat,149.1366,0.059940022,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4231.8248,631119.96
7450,NCQ05,11.395,Health and Hygiene,Low Fat,149.2708,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2407.5328,359374.35
7451,FDT16,9.895,Frozen Foods,Regular,260.2278,0.048860587,OUT018,2009,medium,2,Tier 3,Supermarket Type2,4165.2448,1083912.49
7452,NCJ17,7.68,Health and Hygiene,Low Fat,86.4224,0.153419412,OUT017,2007,medium,2,Tier 2,Supermarket Type1,511.3344,44190.75
7453,NCY29,13.65,Health and Hygiene,Low Fat,56.493,0.077219509,OUT035,2004,small,1,Tier 2,Supermarket Type1,509.337,28773.98
7454,NCQ18,15.75,Household,Low Fat,98.57,0.13504726,OUT035,2004,small,1,Tier 2,Supermarket Type1,2496.75,246104.65
7455,FDS02,10.195,Dairy,Regular,196.1794,0.146094132,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2926.191,574058.39
7456,NCK31,10.895,Others,Low Fat,50.2666,0.027157955,OUT018,2009,medium,2,Tier 3,Supermarket Type2,820.2656,41231.96
7457,FDH60,12.6,Baking Goods,Regular,195.711,0.080346058,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5499.508,1076314.21
7458,FDO19,17.7,Fruits and Vegetables,Regular,48.3034,0.016596645,OUT046,1997,small,1,Tier 1,Supermarket Type1,777.6544,37563.35
7459,DRF37,17.25,Soft Drinks,Low Fat,263.391,0.084316691,OUT035,2004,small,1,Tier 2,Supermarket Type1,6311.784,1662467.1
7460,FDN21,18.6,Snack Foods,Low Fat,161.0236,0.076791671,OUT013,1987,high,3,Tier 3,Supermarket Type1,3705.8428,596728.15
7461,FDM14,13.8,Canned,Low Fat,108.0254,0.01326146,OUT035,2004,small,1,Tier 2,Supermarket Type1,759.6778,82064.5
7462,FDO08,11.1,Fruits and Vegetables,Regular,165.5526,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1973.4312,326706.67
7463,FDS27,10.195,Meat,Regular,195.111,0.012528611,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3731.809,728116.99
7464,DRM59,5.88,Hard Drinks,Low Fat,153.8998,0.003597678,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2922.1962,449725.41
7465,NCO29,11.15,Health and Hygiene,Low Fat,163.0526,0.032438645,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2302.3364,375401.94
7466,FDC32,12.6,Fruits and Vegetables,Low Fat,92.0462,0.173527068,OUT019,1985,small,1,Tier 1,Grocery Store,277.6386,25555.58
7467,DRA12,11.6,Soft Drinks,Low Fat,142.0154,0.041112694,OUT018,2009,medium,2,Tier 3,Supermarket Type2,850.8924,120839.82
7468,FDI14,12.6,Canned,Low Fat,139.2496,0.089243504,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1976.0944,275170.35
7469,DRG51,12.1,Dairy,Low Fat,163.5526,0.011539622,OUT046,1997,small,1,Tier 1,Supermarket Type1,2302.3364,376553.1
7470,FDR33,12.6,Snack Foods,Low Fat,110.657,0.04690397,OUT019,1985,small,1,Tier 1,Grocery Store,659.142,72938.68
7471,FDS23,4.635,Breads,Low Fat,126.9994,0.141686037,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1798.9916,228470.85
7472,NCF43,8.51,Household,Low Fat,142.247,0.052051256,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2004.058,285071.24
7473,DRN37,9.6,Soft Drinks,Low Fat,167.3158,0.09627919,OUT035,2004,small,1,Tier 2,Supermarket Type1,1838.2738,307572.25
7474,FDX57,17.25,Snack Foods,Regular,96.9068,0.047533568,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1458.102,141300.0
